"","date","team1","team2","map","event"
"10736","13/2/19","FURIA (6)","NiP (16)","mrg
                      Mirage","IEM Katowice 2019 Main Qualifier"
"10737","13/2/19","expert (7)","x6tence Galaxy (16)","inf
                      Inferno","United Masters League"
"10738","13/2/19","x6tence Galaxy (14)","expert (16)","cch
                      Cache","United Masters League"
"10739","13/2/19","Movistar Riders (15)","Sprout (19)","trn
                      Train","ESEA MDL Season 30 Europe"
"10740","13/2/19","Spirit (10)","ENCE (16)","nuke
                      Nuke","IEM Katowice 2019 Main Qualifier"
"10741","13/2/19","G2 (16)","Vega Squadron (14)","cch
                      Cache","IEM Katowice 2019 Main Qualifier"
"10742","13/2/19","Vitality (8)","TYLOO (16)","inf
                      Inferno","IEM Katowice 2019 Main Qualifier"
"10743","13/2/19","Grayhound (11)","Cloud9 (16)","mrg
                      Mirage","IEM Katowice 2019 Main Qualifier"
"10744","13/2/19","Red Reserve (13)","Sprout (16)","inf
                      Inferno","United Masters League"
"10745","13/2/19","Sprout (6)","Red Reserve (16)","mrg
                      Mirage","United Masters League"
"10746","13/2/19","Renegades (16)","AVANGAR (8)","trn
                      Train","IEM Katowice 2019 Main Qualifier"
"10747","13/2/19","ViCi (16)","fnatic (9)","ovp
                      Overpass","IEM Katowice 2019 Main Qualifier"
"10748","13/2/19","Breakaway (12)","Chiefs (16)","inf
                      Inferno","ESEA MDL Season 30 Australia"
"10749","13/2/19","Tainted Minds (16)","R!OT (4)","mrg
                      Mirage","ESEA MDL Season 30 Australia"
"10750","13/2/19","Chiefs (16)","Athletico (3)","ovp
                      Overpass","ESEA MDL Season 30 Australia"
"10751","13/2/19","ORDER (16)","Off The Grid (6)","ovp
                      Overpass","ESEA MDL Season 30 Australia"
"10752","13/2/19","Breakaway (16)","Skyfire (2)","inf
                      Inferno","ESEA MDL Season 30 Australia"
"10753","13/2/19","Content (14)","PopoutBoyz (16)","ovp
                      Overpass","ESEA MDL Season 30 Australia"
"10754","13/2/19","Tainted Minds (16)","PC419 (6)","mrg
                      Mirage","ESEA MDL Season 30 Australia"
"10755","13/2/19","Stay Frosty (12)","Spacestation (16)","mrg
                      Mirage","ESEA MDL Season 30 North America"
"10756","13/2/19","Fragging for Andy (12)","Singularity (16)","d2
                      Dust2","ESEA MDL Season 30 North America"
"10757","13/2/19","All Knights (16)","Dynasty (10)","cch
                      Cache","Aorus League 2019 #1 Southern Cone"
"10758","13/2/19","Forty Six and 2 (6)","Spacestation (16)","trn
                      Train","ESEA MDL Season 30 North America"
"10759","13/2/19","Luminosity (5)","Party Astronauts (16)","ovp
                      Overpass","ESEA MDL Season 30 North America"
"10760","13/2/19","WePlayGames (16)","paiN (14)","trn
                      Train","Dell Gaming Liga Pro Season 1 - #2 FEB/19"
"10761","13/2/19","WePlayGames (7)","paiN (16)","ovp
                      Overpass","Dell Gaming Liga Pro Season 1 - #2 FEB/19"
"10762","13/2/19","WePlayGames (22)","paiN (20)","inf
                      Inferno","Dell Gaming Liga Pro Season 1 - #2 FEB/19"
"10763","13/2/19","S2N (16)","Nocturns (6)","d2
                      Dust2","Aorus League 2019 #1 Southern Cone"
"10764","12/2/19","Vexed (10)","Sprout (16)","cch
                      Cache","United Masters League"
"10765","12/2/19","Sprout (16)","Vexed (6)","inf
                      Inferno","United Masters League"
"10766","12/2/19","Santos (6)","DETONA (16)","trn
                      Train","Dell Gaming Liga Pro Season 1 - #2 FEB/19"
"10767","12/2/19","DETONA (16)","Santos (5)","nuke
                      Nuke","Dell Gaming Liga Pro Season 1 - #2 FEB/19"
"10768","12/2/19","NoChance (14)","Windigo (16)","d2
                      Dust2","LOOT.BET Season 1"
"10769","12/2/19","Windigo (16)","NoChance (10)","cch
                      Cache","LOOT.BET Season 1"
"10770","12/2/19","EURONICS (11)","expert (16)","trn
                      Train","United Masters League"
"10771","12/2/19","expert (16)","EURONICS (6)","nuke
                      Nuke","United Masters League"
"10772","12/2/19","AGO (16)","ex-Fragsters (10)","d2
                      Dust2","ESEA MDL Season 30 Europe"
"10773","12/2/19","forZe (16)","Izako Boars (10)","ovp
                      Overpass","ESEA MDL Season 30 Europe"
"10774","12/2/19","Virtus.pro (16)","Unicorns of Love (5)","cch
                      Cache","ESEA MDL Season 30 Europe"
"10775","12/2/19","HAVU (5)","ALTERNATE aTTaX (16)","cch
                      Cache","United Masters League"
"10776","12/2/19","ALTERNATE aTTaX (22)","HAVU (20)","trn
                      Train","United Masters League"
"10777","12/2/19","LDLC (12)","AGO (16)","ovp
                      Overpass","ESEA MDL Season 30 Europe"
"10778","12/2/19","Tricked (16)","pro100 (14)","inf
                      Inferno","CS.Money Premier by EM"
"10779","12/2/19","pro100 (17)","Tricked (19)","ovp
                      Overpass","CS.Money Premier by EM"
"10780","12/2/19","x6tence Galaxy (13)","Red Reserve (16)","ovp
                      Overpass","LOOT.BET Season 1"
"10781","12/2/19","x6tence Galaxy (17)","Red Reserve (19)","cch
                      Cache","LOOT.BET Season 1"
"10782","12/2/19","expert (19)","Valiance (17)","nuke
                      Nuke","ESEA MDL Season 30 Europe"
"10783","12/2/19","Virtus.pro (16)","ALTERNATE aTTaX (13)","ovp
                      Overpass","ESEA MDL Season 30 Europe"
"10784","12/2/19","Sprout (22)","3DMAX (19)","inf
                      Inferno","United Masters League"
"10785","12/2/19","3DMAX (19)","Sprout (16)","d2
                      Dust2","United Masters League"
"10786","12/2/19","HAVU (16)","Chaos (14)","cch
                      Cache","LOOT.BET Season 1"
"10787","12/2/19","Chaos (8)","HAVU (16)","trn
                      Train","LOOT.BET Season 1"
"10788","12/2/19","HAVU (11)","Chaos (16)","inf
                      Inferno","LOOT.BET Season 1"
"10789","12/2/19","DreamEaters (5)","NoChance (16)","d2
                      Dust2","QIWI Teamplay Season 3"
"10790","12/2/19","DreamEaters (10)","NoChance (16)","inf
                      Inferno","QIWI Teamplay Season 3"
"10791","12/2/19","NoChance (13)","DreamEaters (16)","ovp
                      Overpass","QIWI Teamplay Season 3"
"10792","12/2/19","AVANT (16)","Athletico (2)","ovp
                      Overpass","ESEA MDL Season 30 Australia"
"10793","12/2/19","MASSIVEimpact (16)","Final Feature (8)","inf
                      Inferno","ESEA MDL Season 30 North America"
"10794","12/2/19","Young Blood (15)","Bring It On (19)","cch
                      Cache","Aorus League 2019 #1 Southern Cone"
"10795","12/2/19","W7M (16)","Evidence (9)","trn
                      Train","Dell Gaming Liga Pro Season 1 - #2 FEB/19"
"10796","12/2/19","W7M (22)","Evidence (18)","mrg
                      Mirage","Dell Gaming Liga Pro Season 1 - #2 FEB/19"
"10797","12/2/19","W7M (13)","Evidence (16)","inf
                      Inferno","Dell Gaming Liga Pro Season 1 - #2 FEB/19"
"10798","12/2/19","Furious (9)","Atrapa2 (16)","mrg
                      Mirage","Aorus League 2019 #1 Southern Cone"
"10799","11/2/19","fakeDOSPRO (13)","INTZ.Academy (16)","mrg
                      Mirage","Dell Gaming Liga Pro Season 1 - #2 FEB/19"
"10800","11/2/19","fakeDOSPRO (9)","INTZ.Academy (16)","ovp
                      Overpass","Dell Gaming Liga Pro Season 1 - #2 FEB/19"
"10801","11/2/19","fakeDOSPRO (16)","INTZ.Academy (8)","cch
                      Cache","Dell Gaming Liga Pro Season 1 - #2 FEB/19"
"10802","11/2/19","pro100 (1)","Red Reserve (16)","d2
                      Dust2","LOOT.BET Season 1"
"10803","11/2/19","Red Reserve (16)","pro100 (12)","inf
                      Inferno","LOOT.BET Season 1"
"10804","11/2/19","Sprout (10)","Valiance (16)","nuke
                      Nuke","ESEA MDL Season 30 Europe"
"10805","11/2/19","3DMAX (11)","Unicorns of Love (16)","inf
                      Inferno","NoxFire League Season 2"
"10806","11/2/19","Valiance (16)","ex-Fragsters (14)","d2
                      Dust2","ESEA MDL Season 30 Europe"
"10807","11/2/19","Bpro (16)","volgare (4)","trn
                      Train","NoxFire League Season 2"
"10808","11/2/19","Spirit (16)","ex-Fragsters (9)","nuke
                      Nuke","ESEA MDL Season 30 Europe"
"10809","11/2/19","ALTERNATE aTTaX (19)","Chaos (17)","inf
                      Inferno","ESEA MDL Season 30 Europe"
"10810","11/2/19","NoChance (16)","x6tence Galaxy (6)","d2
                      Dust2","LOOT.BET Season 1"
"10811","11/2/19","x6tence Galaxy (13)","NoChance (16)","inf
                      Inferno","LOOT.BET Season 1"
"10812","11/2/19","ALTERNATE aTTaX (16)","Vexed (9)","inf
                      Inferno","United Masters League"
"10813","11/2/19","Vexed (2)","ALTERNATE aTTaX (16)","cch
                      Cache","United Masters League"
"10814","11/2/19","Windigo (16)","AVANGAR (8)","d2
                      Dust2","LOOT.BET Season 1"
"10815","11/2/19","AVANGAR (6)","Windigo (16)","ovp
                      Overpass","LOOT.BET Season 1"
"10816","11/2/19","Athletico (16)","PC419 (11)","inf
                      Inferno","ESEA MDL Season 30 Australia"
"10817","11/2/19","Astral Influence (7)","Ground Zero (16)","mrg
                      Mirage","ESEA MDL Season 30 Australia"
"10818","11/2/19","ORDER (16)","Caladrius (5)","inf
                      Inferno","ESEA MDL Season 30 Australia"
"10819","11/2/19","FeelsBenchedMan (16)","Grizzlys (7)","inf
                      Inferno","LAN ETS 2019"
"10820","10/2/19","Jaguar (9)","FULL SEND (16)","mrg
                      Mirage","ESL LA League Season 3 - Northern Cone"
"10821","10/2/19","Jaguar (8)","FULL SEND (16)","trn
                      Train","ESL LA League Season 3 - Northern Cone"
"10822","10/2/19","LiviD (23)","Grizzlys (25)","mrg
                      Mirage","LAN ETS 2019"
"10823","10/2/19","Niknexus (9)","FULL SEND (16)","cch
                      Cache","ESL LA League Season 3 - Northern Cone"
"10824","10/2/19","Niknexus (5)","FULL SEND (16)","trn
                      Train","ESL LA League Season 3 - Northern Cone"
"10825","10/2/19","LiviD (12)","FeelsBenchedMan (16)","inf
                      Inferno","LAN ETS 2019"
"10826","10/2/19","FeelsBenchedMan (16)","LiviD (2)","nuke
                      Nuke","LAN ETS 2019"
"10827","10/2/19","Titan (16)","Esi Pirmais (4)","mrg
                      Mirage","Samsung GOEXANIMO CS:GO 5x5 #15"
"10828","10/2/19","Esi Pirmais (5)","Titan (16)","ovp
                      Overpass","Samsung GOEXANIMO CS:GO 5x5 #15"
"10829","10/2/19","Shot (8)","Jaguar (16)","trn
                      Train","ESL LA League Season 3 - Northern Cone"
"10830","10/2/19","Jaguar (16)","Shot (9)","mrg
                      Mirage","ESL LA League Season 3 - Northern Cone"
"10831","10/2/19","Unicorns of Love (16)","GamePub (14)","inf
                      Inferno","NoxFire League Season 2"
"10832","10/2/19","pro100 (16)","HAVU (11)","d2
                      Dust2","LOOT.BET Season 1"
"10833","10/2/19","pro100 (16)","HAVU (7)","inf
                      Inferno","LOOT.BET Season 1"
"10834","10/2/19","GamePub (9)","SJ (16)","inf
                      Inferno","NoxFire League Season 2"
"10835","10/2/19","Esi Pirmais (16)","coluant (12)","ovp
                      Overpass","Samsung GOEXANIMO CS:GO 5x5 #15"
"10836","10/2/19","coluant (16)","Esi Pirmais (14)","mrg
                      Mirage","Samsung GOEXANIMO CS:GO 5x5 #15"
"10837","10/2/19","coluant (10)","Esi Pirmais (16)","cch
                      Cache","Samsung GOEXANIMO CS:GO 5x5 #15"
"10838","10/2/19","VajagSalabotBehu (5)","Titan (16)","nuke
                      Nuke","Samsung GOEXANIMO CS:GO 5x5 #15"
"10839","10/2/19","Titan (16)","VajagSalabotBehu (11)","d2
                      Dust2","Samsung GOEXANIMO CS:GO 5x5 #15"
"10840","10/2/19","NoChance (16)","Tricked (9)","mrg
                      Mirage","QIWI Teamplay Season 3"
"10841","10/2/19","NoChance (16)","Tricked (10)","ovp
                      Overpass","QIWI Teamplay Season 3"
"10842","10/2/19","NoChance (11)","Tricked (16)","trn
                      Train","QIWI Teamplay Season 3"
"10843","10/2/19","Chaos (16)","x6tence Galaxy (3)","mrg
                      Mirage","LOOT.BET Season 1"
"10844","10/2/19","x6tence Galaxy (12)","Chaos (16)","ovp
                      Overpass","LOOT.BET Season 1"
"10845","10/2/19","NoChance (14)","AVANGAR (16)","cch
                      Cache","LOOT.BET Season 1"
"10846","10/2/19","AVANGAR (16)","NoChance (11)","d2
                      Dust2","LOOT.BET Season 1"
"10847","10/2/19","London Slayers (16)","London (11)","ovp
                      Overpass","epic26"
"10848","10/2/19","London Slayers (8)","London (16)","inf
                      Inferno","epic26"
"10849","10/2/19","London (11)","London Slayers (16)","trn
                      Train","epic26"
"10850","10/2/19","Tricked (12)","Winstrike (16)","cch
                      Cache","CS.Money Premier by EM"
"10851","10/2/19","Winstrike (16)","Tricked (2)","mrg
                      Mirage","CS.Money Premier by EM"
"10852","10/2/19","London (16)","reflex (9)","d2
                      Dust2","epic26"
"10853","10/2/19","reflex (6)","London (16)","inf
                      Inferno","epic26"
"10854","10/2/19","London (3)","reflex (16)","mrg
                      Mirage","epic26"
"10855","10/2/19","Ignis (2)","Absolute (16)","mrg
                      Mirage","WESG 2018 Japan Finals"
"10856","10/2/19","Ignis (9)","Absolute (16)","d2
                      Dust2","WESG 2018 Japan Finals"
"10857","10/2/19","Surge (16)","ducc (11)","ovp
                      Overpass","ESL Australia & NZ Championship Season 8 Qualifier #1"
"10858","9/2/19","CeX (12)","reflex (16)","d2
                      Dust2","epic26"
"10859","9/2/19","CeX (6)","reflex (16)","ovp
                      Overpass","epic26"
"10860","9/2/19","reflex (8)","CeX (16)","inf
                      Inferno","epic26"
"10861","9/2/19","In a Hurry (6)","Jaguar (16)","d2
                      Dust2","ESL LA League Season 3 - Northern Cone"
"10862","9/2/19","Jaguar (16)","In a Hurry (2)","trn
                      Train","ESL LA League Season 3 - Northern Cone"
"10863","9/2/19","Furious (16)","All Knights (8)","nuke
                      Nuke","ESL LA League Season 3 - Southern Cone"
"10864","9/2/19","All Knights (14)","Furious (16)","d2
                      Dust2","ESL LA League Season 3 - Southern Cone"
"10865","9/2/19","Water Walkers (18)","CeX (22)","inf
                      Inferno","epic26"
"10866","9/2/19","CeX (16)","Water Walkers (14)","ovp
                      Overpass","epic26"
"10867","9/2/19","Niknexus (16)","Assault Arena (4)","mrg
                      Mirage","ESL LA League Season 3 - Northern Cone"
"10868","9/2/19","Assault Arena (12)","Niknexus (16)","d2
                      Dust2","ESL LA League Season 3 - Northern Cone"
"10869","9/2/19","Windigo (13)","x-kom (16)","mrg
                      Mirage","LOOT.BET Season 1"
"10870","9/2/19","x-kom (14)","Windigo (16)","ovp
                      Overpass","LOOT.BET Season 1"
"10871","9/2/19","Windigo (9)","x-kom (16)","cch
                      Cache","LOOT.BET Season 1"
"10872","9/2/19","AVANGAR (16)","Heavy KnockOut (1)","d2
                      Dust2","NoxFire League Season 2"
"10873","9/2/19","Revelation (13)","reflex (16)","ovp
                      Overpass","epic26"
"10874","9/2/19","Revelation (6)","reflex (16)","mrg
                      Mirage","epic26"
"10875","9/2/19","reflex (5)","Revelation (16)","trn
                      Train","epic26"
"10876","9/2/19","London Slayers (16)","London (10)","d2
                      Dust2","epic26"
"10877","9/2/19","London Slayers (8)","London (16)","mrg
                      Mirage","epic26"
"10878","9/2/19","London (13)","London Slayers (16)","ovp
                      Overpass","epic26"
"10879","9/2/19","NoChance (16)","unknown (5)","inf
                      Inferno","LOOT.BET HotShot Series Season 1"
"10880","9/2/19","NoChance (12)","unknown (16)","trn
                      Train","LOOT.BET HotShot Series Season 1"
"10881","9/2/19","unknown (3)","NoChance (16)","d2
                      Dust2","LOOT.BET HotShot Series Season 1"
"10882","9/2/19","DreamEaters (16)","Unique (5)","ovp
                      Overpass","OGA Counter PIT Season 4"
"10883","9/2/19","DreamEaters (16)","Unique (9)","nuke
                      Nuke","OGA Counter PIT Season 4"
"10884","9/2/19","HAVU (6)","Winstrike (16)","d2
                      Dust2","LOOT.BET Season 1"
"10885","9/2/19","Winstrike (13)","HAVU (16)","nuke
                      Nuke","LOOT.BET Season 1"
"10886","9/2/19","Winstrike (16)","HAVU (4)","trn
                      Train","LOOT.BET Season 1"
"10887","9/2/19","reflex (3)","London Slayers (16)","trn
                      Train","epic26"
"10888","9/2/19","London Slayers (16)","reflex (8)","inf
                      Inferno","epic26"
"10889","9/2/19","Nemiga (14)","DreamEaters (16)","ovp
                      Overpass","QIWI Teamplay Season 3"
"10890","9/2/19","DreamEaters (16)","Nemiga (9)","d2
                      Dust2","QIWI Teamplay Season 3"
"10891","9/2/19","x6tence Galaxy (6)","AVANGAR (16)","d2
                      Dust2","LOOT.BET Season 1"
"10892","9/2/19","x6tence Galaxy (12)","AVANGAR (16)","mrg
                      Mirage","LOOT.BET Season 1"
"10893","9/2/19","CeX (14)","London (16)","inf
                      Inferno","epic26"
"10894","9/2/19","London (16)","CeX (13)","nuke
                      Nuke","epic26"
"10895","8/2/19","Sharks (12)","Isurus (16)","d2
                      Dust2","ESL LA League Season 3 - Brazil"
"10896","8/2/19","Isurus (16)","Sharks (4)","trn
                      Train","ESL LA League Season 3 - Brazil"
"10897","8/2/19","Quad (11)","Furious (16)","inf
                      Inferno","ESL LA League Season 3 - Southern Cone"
"10898","8/2/19","Bring It On (15)","Young Blood (15)","inf
                      Inferno","ESL LA League Season 3 - Southern Cone"
"10899","8/2/19","eUnited (12)","Swole Patrol (16)","trn
                      Train","IEM Sydney 2019 North America Closed Qualifier"
"10900","8/2/19","Swole Patrol (16)","eUnited (14)","inf
                      Inferno","IEM Sydney 2019 North America Closed Qualifier"
"10901","8/2/19","All Knights (16)","Young Blood (4)","nuke
                      Nuke","ESL LA League Season 3 - Southern Cone"
"10902","8/2/19","Quad (12)","Bring It On (16)","inf
                      Inferno","ESL LA League Season 3 - Southern Cone"
"10903","8/2/19","KoN Norway (16)","KoN Sweden (11)","ovp
                      Overpass","King of Nordic Season 13"
"10904","8/2/19","DETONA (22)","W7M (25)","inf
                      Inferno","ESL LA League Season 3 - Brazil"
"10905","8/2/19","DETONA (3)","W7M (16)","cch
                      Cache","ESL LA League Season 3 - Brazil"
"10906","8/2/19","KoN Sweden (16)","KoN Denmark (8)","trn
                      Train","King of Nordic Season 13"
"10907","8/2/19","eUnited (16)","Ghost (14)","ovp
                      Overpass","IEM Sydney 2019 North America Closed Qualifier"
"10908","8/2/19","eUnited (19)","Ghost (17)","cch
                      Cache","IEM Sydney 2019 North America Closed Qualifier"
"10909","8/2/19","Red Reserve (6)","x-kom (16)","nuke
                      Nuke","LOOT.BET Season 1"
"10910","8/2/19","x-kom (16)","Red Reserve (12)","ovp
                      Overpass","LOOT.BET Season 1"
"10911","8/2/19","unknown (16)","3DMAX (9)","trn
                      Train","LOOT.BET HotShot Series Season 1"
"10912","8/2/19","3DMAX (10)","unknown (16)","ovp
                      Overpass","LOOT.BET HotShot Series Season 1"
"10913","8/2/19","KoN Denmark (19)","KoN Finland (17)","mrg
                      Mirage","King of Nordic Season 13"
"10914","8/2/19","LDLC (14)","x6tence Galaxy (16)","d2
                      Dust2","United Masters League"
"10915","8/2/19","LDLC (10)","x6tence Galaxy (16)","ovp
                      Overpass","United Masters League"
"10916","8/2/19","Unicorns of Love (16)","HoP (5)","cch
                      Cache","NoxFire League Season 2"
"10917","8/2/19","Chaos (7)","Unique (16)","mrg
                      Mirage","OGA Counter PIT Season 4"
"10918","8/2/19","Chaos (16)","Unique (12)","trn
                      Train","OGA Counter PIT Season 4"
"10919","8/2/19","Chaos (12)","Unique (16)","cch
                      Cache","OGA Counter PIT Season 4"
"10920","8/2/19","Unicorns of Love (16)","pro100 (5)","inf
                      Inferno","NoxFire League Season 2"
"10921","8/2/19","BIG (16)","G2 (12)","d2
                      Dust2","IEM Sydney 2019 Europe Closed Qualifier"
"10922","8/2/19","G2 (8)","BIG (16)","cch
                      Cache","IEM Sydney 2019 Europe Closed Qualifier"
"10923","8/2/19","HAVU (4)","Vexed (16)","mrg
                      Mirage","United Masters League"
"10924","8/2/19","Vexed (7)","HAVU (16)","trn
                      Train","United Masters League"
"10925","8/2/19","NoChance (16)","AGO (9)","mrg
                      Mirage","LOOT.BET HotShot Series Season 1"
"10926","8/2/19","NoChance (8)","AGO (16)","cch
                      Cache","LOOT.BET HotShot Series Season 1"
"10927","8/2/19","NoChance (16)","AGO (6)","ovp
                      Overpass","LOOT.BET HotShot Series Season 1"
"10928","8/2/19","3DMAX (6)","G2 (16)","d2
                      Dust2","IEM Sydney 2019 Europe Closed Qualifier"
"10929","8/2/19","G2 (16)","3DMAX (6)","inf
                      Inferno","IEM Sydney 2019 Europe Closed Qualifier"
"10930","8/2/19","NoChance (16)","forZe (14)","d2
                      Dust2","LOOT.BET HotShot Series Season 1"
"10931","8/2/19","forZe (14)","NoChance (16)","mrg
                      Mirage","LOOT.BET HotShot Series Season 1"
"10932","8/2/19","AVANGAR (16)","Chaos (8)","ovp
                      Overpass","LOOT.BET Season 1"
"10933","8/2/19","Chaos (12)","AVANGAR (16)","cch
                      Cache","LOOT.BET Season 1"
"10934","8/2/19","TeamOne (14)","Spacestation (16)","d2
                      Dust2","ESEA MDL Season 30 North America"
"10935","8/2/19","MASSIVEimpact (16)","Stay Frosty (10)","mrg
                      Mirage","ESEA MDL Season 30 North America"
"10936","8/2/19","Infamous (16)","Denial (11)","mrg
                      Mirage","ESEA MDL Season 30 North America"
"10937","8/2/19","Luminosity (9)","Ghost (16)","inf
                      Inferno","IEM Sydney 2019 North America Closed Qualifier"
"10938","8/2/19","Luminosity (16)","Ghost (14)","trn
                      Train","IEM Sydney 2019 North America Closed Qualifier"
"10939","8/2/19","Ghost (16)","Luminosity (7)","ovp
                      Overpass","IEM Sydney 2019 North America Closed Qualifier"
"10940","8/2/19","TeamOne (16)","Stay Frosty (6)","inf
                      Inferno","ESEA MDL Season 30 North America"
"10941","8/2/19","Old Guys Club (11)","Mythic (16)","d2
                      Dust2","ESEA MDL Season 30 North America"
"10942","8/2/19","Denial (11)","Mythic (16)","nuke
                      Nuke","ESEA MDL Season 30 North America"
"10943","8/2/19","All Knights (16)","Quad (6)","mrg
                      Mirage","ESL LA League Season 3 - Southern Cone"
"10944","7/2/19","Swole Patrol (16)","eUnited (10)","inf
                      Inferno","IEM Sydney 2019 North America Closed Qualifier"
"10945","7/2/19","Swole Patrol (16)","eUnited (1)","d2
                      Dust2","IEM Sydney 2019 North America Closed Qualifier"
"10946","7/2/19","Imperial (6)","Sharks (16)","trn
                      Train","ESL LA League Season 3 - Brazil"
"10947","7/2/19","Sharks (16)","Imperial (8)","inf
                      Inferno","ESL LA League Season 3 - Brazil"
"10948","7/2/19","Young Blood (16)","Nocturns (14)","mrg
                      Mirage","ESL LA League Season 3 - Southern Cone"
"10949","7/2/19","All Knights (16)","Bring It On (11)","inf
                      Inferno","ESL LA League Season 3 - Southern Cone"
"10950","7/2/19","paiN (6)","DETONA (16)","trn
                      Train","ESL LA League Season 3 - Brazil"
"10951","7/2/19","expert (4)","Red Reserve (16)","cch
                      Cache","United Masters League"
"10952","7/2/19","Red Reserve (16)","expert (9)","inf
                      Inferno","United Masters League"
"10953","7/2/19","DETONA (16)","paiN (12)","inf
                      Inferno","ESL LA League Season 3 - Brazil"
"10954","7/2/19","G2 (22)","OpTic (20)","d2
                      Dust2","IEM Sydney 2019 Europe Closed Qualifier"
"10955","7/2/19","G2 (16)","OpTic (12)","nuke
                      Nuke","IEM Sydney 2019 Europe Closed Qualifier"
"10956","7/2/19","Complexity (13)","Luminosity (16)","ovp
                      Overpass","IEM Sydney 2019 North America Closed Qualifier"
"10957","7/2/19","Luminosity (14)","Complexity (16)","cch
                      Cache","IEM Sydney 2019 North America Closed Qualifier"
"10958","7/2/19","Complexity (9)","Luminosity (16)","mrg
                      Mirage","IEM Sydney 2019 North America Closed Qualifier"
"10959","7/2/19","Envy (8)","Ghost (16)","inf
                      Inferno","IEM Sydney 2019 North America Closed Qualifier"
"10960","7/2/19","Envy (13)","Ghost (16)","d2
                      Dust2","IEM Sydney 2019 North America Closed Qualifier"
"10961","7/2/19","DreamEaters (16)","Unique (6)","inf
                      Inferno","OGA Counter PIT Season 4"
"10962","7/2/19","DreamEaters (16)","Unique (19)","mrg
                      Mirage","OGA Counter PIT Season 4"
"10963","7/2/19","DreamEaters (16)","Unique (7)","d2
                      Dust2","OGA Counter PIT Season 4"
"10964","7/2/19","x6tence Galaxy (11)","unknown (16)","inf
                      Inferno","LOOT.BET HotShot Series Season 1"
"10965","7/2/19","unknown (16)","x6tence Galaxy (13)","nuke
                      Nuke","LOOT.BET HotShot Series Season 1"
"10966","7/2/19","unknown (7)","x6tence Galaxy (16)","ovp
                      Overpass","LOOT.BET HotShot Series Season 1"
"10967","7/2/19","Tricked (9)","Sprout (16)","nuke
                      Nuke","United Masters League"
"10968","7/2/19","Sprout (12)","Tricked (16)","mrg
                      Mirage","United Masters League"
"10969","7/2/19","BIG (16)","3DMAX (4)","cch
                      Cache","IEM Sydney 2019 Europe Closed Qualifier"
"10970","7/2/19","3DMAX (19)","BIG (16)","d2
                      Dust2","IEM Sydney 2019 Europe Closed Qualifier"
"10971","7/2/19","BIG (16)","3DMAX (3)","inf
                      Inferno","IEM Sydney 2019 Europe Closed Qualifier"
"10972","7/2/19","Chaos (16)","x-kom (14)","trn
                      Train","OGA Counter PIT Season 4"
"10973","7/2/19","Chaos (16)","x-kom (12)","ovp
                      Overpass","OGA Counter PIT Season 4"
"10974","7/2/19","ALTERNATE aTTaX (16)","LDLC (8)","ovp
                      Overpass","ESEA MDL Season 30 Europe"
"10975","7/2/19","x6tence Galaxy (19)","Valiance (16)","mrg
                      Mirage","United Masters League"
"10976","7/2/19","Valiance (16)","x6tence Galaxy (12)","d2
                      Dust2","United Masters League"
"10977","7/2/19","ex-Fragsters (6)","AGO (16)","d2
                      Dust2","LOOT.BET HotShot Series Season 1"
"10978","7/2/19","AGO (16)","ex-Fragsters (8)","trn
                      Train","LOOT.BET HotShot Series Season 1"
"10979","7/2/19","G2 (19)","forZe (16)","ovp
                      Overpass","IEM Sydney 2019 Europe Closed Qualifier"
"10980","7/2/19","forZe (16)","G2 (14)","d2
                      Dust2","IEM Sydney 2019 Europe Closed Qualifier"
"10981","7/2/19","G2 (16)","forZe (5)","inf
                      Inferno","IEM Sydney 2019 Europe Closed Qualifier"
"10982","7/2/19","OpTic (16)","HellRaisers (7)","inf
                      Inferno","IEM Sydney 2019 Europe Closed Qualifier"
"10983","7/2/19","OpTic (7)","HellRaisers (16)","ovp
                      Overpass","IEM Sydney 2019 Europe Closed Qualifier"
"10984","7/2/19","HellRaisers (8)","OpTic (16)","mrg
                      Mirage","IEM Sydney 2019 Europe Closed Qualifier"
"10985","7/2/19","Sprout (16)","expert (11)","inf
                      Inferno","United Masters League"
"10986","7/2/19","expert (11)","Sprout (16)","d2
                      Dust2","United Masters League"
"10987","7/2/19","North (16)","Natus Vincere (12)","nuke
                      Nuke","GG.BET ICE Challenge"
"10988","7/2/19","North (16)","Natus Vincere (14)","d2
                      Dust2","GG.BET ICE Challenge"
"10989","7/2/19","Chaos (16)","pro100 (14)","inf
                      Inferno","LOOT.BET Season 1"
"10990","7/2/19","Chaos (16)","pro100 (13)","ovp
                      Overpass","LOOT.BET Season 1"
"10991","7/2/19","pro100 (19)","Chaos (16)","cch
                      Cache","LOOT.BET Season 1"
"10992","7/2/19","3DMAX (16)","Tricked (10)","mrg
                      Mirage","LOOT.BET HotShot Series Season 1"
"10993","7/2/19","Tricked (8)","3DMAX (16)","inf
                      Inferno","LOOT.BET HotShot Series Season 1"
"10994","7/2/19","Tricked (16)","3DMAX (4)","nuke
                      Nuke","LOOT.BET HotShot Series Season 1"
"10995","7/2/19","Chiefs (16)","Paradox (5)","mrg
                      Mirage","ESEA MDL Season 30 Australia"
"10996","7/2/19","Heroic (16)","Natus Vincere (19)","mrg
                      Mirage","GG.BET ICE Challenge"
